,Indicator Name,Year,Afghanistan,Australia,Bahrain,Belgium,Canada,Finland,France,Georgia,Greece,Iraq,Japan,Nepal,New Zealand,Pakistan
193,"Agriculture, forestry, and fishing, value added (% of GDP)",1978,,,,,,8.253430235,4.170503277,,,7.845233006,,58.8688401,8.956570784,28.6768292
194,"Agriculture, forestry, and fishing, value added (% of GDP)",1979,,,,,,8.131651039,4.133497401,,,5.478544308,,60.1620533,11.41766525,27.77980145
195,"Agriculture, forestry, and fishing, value added (% of GDP)",1980,,,0.984370952,,,8.580681582,3.60736658,23.00884956,,4.704293405,,57.89902179,9.960142822,26.54550579
196,"Agriculture, forestry, and fishing, value added (% of GDP)",1981,,,1.012347573,,,7.662805054,3.5316725,23.57723577,,8.420802157,,56.79862201,8.52086743,27.46229277
197,"Agriculture, forestry, and fishing, value added (% of GDP)",1982,,,1.057776481,,,7.770483377,4.0526358,21.53846154,,10.2998891,,57.16728978,7.179456266,28.44776792
198,"Agriculture, forestry, and fishing, value added (% of GDP)",1983,,,1.153517516,,,7.566175239,3.595475564,21.96969697,,11.20038032,,56.52251303,7.434642732,27.27320129
199,"Agriculture, forestry, and fishing, value added (% of GDP)",1984,,,1.116785836,,,7.242798354,3.358980524,24.28571429,,13.34556625,,57.29880913,8.31159507,24.90459788
200,"Agriculture, forestry, and fishing, value added (% of GDP)",1985,,,1.194377686,,,6.877843592,3.337649088,24.28571429,,14.39067933,,48.85802602,7.303778317,25.68912459
201,"Agriculture, forestry, and fishing, value added (% of GDP)",1986,,,1.368720049,,,6.5573509,3.234609549,24.81751825,,14.83551734,,48.69715024,5.949648853,25.03265103
202,"Agriculture, forestry, and fishing, value added (% of GDP)",1987,,,1.342504418,,,5.280878965,3.088145442,22.53521127,,14.31079545,,47.95033196,6.095541792,23.63545213
203,"Agriculture, forestry, and fishing, value added (% of GDP)",1988,,,1.180461174,,,5.195313009,2.849391763,22.60273973,,14.58558475,,47.79210985,6.510115916,23.15332349
204,"Agriculture, forestry, and fishing, value added (% of GDP)",1989,,,1.135141461,,,5.220570258,3.124996866,21.52777778,,16.39610151,,47.68956749,6.768447151,23.91363374
205,"Agriculture, forestry, and fishing, value added (% of GDP)",1990,,4.194135031,0.949346076,,,5.396937082,3.136835031,30,,8.248862346,,48.80289317,5.988676816,23.06707339
206,"Agriculture, forestry, and fishing, value added (% of GDP)",1991,,3.171618433,0.882139771,,,4.825141831,2.614350946,26.5625,,15.61566584,,44.72338673,6.888517383,22.84244562
207,"Agriculture, forestry, and fishing, value added (% of GDP)",1992,,3.043310835,0.909897,,,4.278030714,2.592788751,52.3458445,,19.87057417,,42.66526274,6.717303887,23.31001292
208,"Agriculture, forestry, and fishing, value added (% of GDP)",1993,,3.253233086,0.851378305,,,4.372987352,2.295732756,,,15.50271431,,39.89594836,7.326041975,22.19793997
209,"Agriculture, forestry, and fishing, value added (% of GDP)",1994,,3.33846955,0.860341986,,,4.186272025,2.400694316,,,20.11210342,1.892111053,40.44170782,6.507726269,22.75282452
210,"Agriculture, forestry, and fishing, value added (% of GDP)",1995,,3.010213549,0.862944479,1.306623478,,3.797095861,2.444772231,,7.375806358,20.58513659,1.645030276,39.04140527,6.450808429,23.42187937
211,"Agriculture, forestry, and fishing, value added (% of GDP)",1996,,3.37947698,,1.32831141,,3.44915412,2.404281518,33.15238465,6.584926297,18.59708233,1.653533736,38.92765745,6.437127229,23.19579581
212,"Agriculture, forestry, and fishing, value added (% of GDP)",1997,,3.229984837,,1.340821012,2.139497957,3.42306894,2.344255815,27.5066412,6.241635969,8.456601885,1.527912848,38.78073387,6.077374422,24.48425079
213,"Agriculture, forestry, and fishing, value added (% of GDP)",1998,,3.029089305,,1.255675473,2.16737424,2.899380779,2.362459834,26.24400151,5.965048421,10.9097071,1.603288292,37.39300969,5.946117986,25.30313827
214,"Agriculture, forestry, and fishing, value added (% of GDP)",1999,,3.049946249,,1.076235331,2.196212585,2.886160925,2.236261411,24.7217175,5.783494705,7.203503924,1.576060291,38.70148172,6.275777407,25.16928551
215,"Agriculture, forestry, and fishing, value added (% of GDP)",2000,,3.112842817,,1.17600528,2.091653007,2.953635977,2.098357551,20.6020089,5.435248181,4.634745507,1.517880339,38.24389704,7.75290181,25.61725958
216,"Agriculture, forestry, and fishing, value added (% of GDP)",2001,,3.499666146,,1.109350298,2.117890672,2.764333324,2.107008191,20.96194186,5.202702096,6.930957055,1.367506192,35.24767001,7.981384797,24.19827461
217,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,38.62789186,3.946780171,,1.033134143,1.987623221,2.672305807,2.010858852,19.24087983,4.987113605,8.562671712,1.376490599,36.15029503,5.852893528,23.06293464
218,"Agriculture, forestry, and fishing, value added (% of GDP)",2003,37.41885544,2.888273738,,1.029444503,2.053091392,2.535766298,1.850164289,19.30150278,4.9997836,8.405608293,1.299028224,35.10587509,5.729332466,22.8647397
219,"Agriculture, forestry, and fishing, value added (% of GDP)",2004,29.72106714,3.062689609,,1.022910541,2.167813111,2.379722597,1.822690944,16.39506123,4.275407568,6.938561306,1.230957484,34.67635711,5.365588545,23.08295419
220,"Agriculture, forestry, and fishing, value added (% of GDP)",2005,31.11485491,2.886933657,,0.840639974,1.880311458,2.278261186,1.680101704,14.76994037,4.284223524,6.886862735,1.111629406,33.82489668,4.517697024,22.96041898
221,"Agriculture, forestry, and fishing, value added (% of GDP)",2006,28.63596858,2.732294595,0.268763501,0.907269381,1.701018459,2.001191461,1.518490643,11.19877592,3.20123832,5.826032905,1.082496746,32.36648504,4.983605032,21.60797745
222,"Agriculture, forestry, and fishing, value added (% of GDP)",2007,30.10501136,2.206960683,0.29227169,0.88752394,1.587160732,2.380366918,1.612992953,9.195706669,3.037347757,4.929498276,1.053364132,31.16441132,6.068365538,21.80047244
223,"Agriculture, forestry, and fishing, value added (% of GDP)",2008,24.89227001,2.342613724,0.264810237,0.712338067,1.768273548,2.205235117,1.515223,8.131628475,2.807249908,3.847780195,1.054101767,30.30571637,5.012512803,22.50026603
224,"Agriculture, forestry, and fishing, value added (% of GDP)",2009,29.29750105,2.300634048,0.337284357,0.645274319,1.549893275,2.253682317,1.323161997,8.101301012,2.804954206,5.229933191,1.082316506,31.32265206,5.75069349,22.71733001
225,"Agriculture, forestry, and fishing, value added (% of GDP)",2010,26.21006854,2.204265742,0.297677228,0.765104157,1.493236081,2.418904769,1.604028289,8.450801041,2.988332844,5.162283547,1.108281081,33.17937849,6.587915925,23.28158964
226,"Agriculture, forestry, and fishing, value added (% of GDP)",2011,23.74366399,2.29166182,0.290850277,0.64803422,1.765664466,2.321235568,1.650287193,9.131941583,3.113751654,4.563773437,1.080271763,30.80548548,6.284238939,25.12918271
227,"Agriculture, forestry, and fishing, value added (% of GDP)",2012,24.39087363,2.267533943,0.275737043,0.781226735,1.811345744,2.314499321,1.631795037,8.175617854,3.441068646,4.124271438,1.122853962,30.07605696,5.517520426,23.71024867
228,"Agriculture, forestry, and fishing, value added (% of GDP)",2013,22.81066274,2.285652178,0.274789045,0.681174913,1.894231512,2.367353331,1.458632177,8.61641445,3.382602759,4.768439716,1.06671783,28.62265753,7.03371665,23.83211646
229,"Agriculture, forestry, and fishing, value added (% of GDP)",2014,22.13704137,2.220884938,0.299909669,0.637835968,1.586548077,2.398294804,1.55635616,8.52621771,3.584133506,4.929407772,0.9966057,27.46189536,4.776857461,23.74454012
230,"Agriculture, forestry, and fishing, value added (% of GDP)",2015,20.63432272,2.375955227,0.31623018,0.68641478,1.869835946,2.25370769,1.605644387,7.813761603,3.864703148,4.191868175,1.03412007,26.51850843,4.471293178,23.81706316
231,"Agriculture, forestry, and fishing, value added (% of GDP)",2016,25.74031404,2.404530092,0.332168625,0.628433476,1.862225893,2.310613375,1.437114867,7.296573278,3.515340248,3.977189811,1.124981308,25.51787537,5.551643928,22.3283302
232,"Agriculture, forestry, and fishing, value added (% of GDP)",2017,26.42019908,2.703220554,0.29059524,0.66509366,1.889994632,2.315942042,1.542414774,6.240186843,3.856388965,2.976727801,1.128440549,23.69954846,5.914849557,21.96320354
233,"Agriculture, forestry, and fishing, value added (% of GDP)",2018,22.04289675,2.458110261,0.288059552,0.603042099,1.699891576,2.386683914,1.648876616,6.762198595,3.635408491,2.815817643,1.044248236,22.33467205,5.664351421,21.65123536
234,"Agriculture, forestry, and fishing, value added (% of GDP)",2019,25.77397074,2.116188477,0.281212268,0.670014651,1.697079353,2.349306673,1.522459269,6.504589187,3.808510288,3.770008253,1.038947445,21.58337276,5.687485121,20.67787132
235,"Agriculture, forestry, and fishing, value added (% of GDP)",2020,26.82060011,2.012103234,0.313791892,0.750738212,,2.452129492,1.569681307,7.28866813,4.238361653,6.088674133,1.028080308,22.18009019,5.652008115,21.85413255
236,"Agriculture, forestry, and fishing, value added (% of GDP)",2021,33.48449898,2.30660266,0.279099858,0.662897538,,2.307317813,1.640189214,6.466328464,3.870844778,3.310780564,0.950909508,22.02145228,,22.67375254
237,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,,3.172688693,0.257617475,0.659979813,,2.379264959,1.804849789,6.087900159,3.917607022,2.851425262,,21.06074864,,22.25063733
238,"Annual freshwater withdrawals, total (% of internal resources)",1970,,,,,,3.08411215,,,7.334482759,,,,,
239,"Annual freshwater withdrawals, total (% of internal resources)",1971,,,,,,3.130841121,,,7.342,,,,,
240,"Annual freshwater withdrawals, total (% of internal resources)",1972,,,,,,3.177570093,,,7.349517241,,,,,
241,"Annual freshwater withdrawals, total (% of internal resources)",1973,,,,,,3.224299065,,,7.357034483,,,,,
242,"Annual freshwater withdrawals, total (% of internal resources)",1974,,,,,,3.271028037,,,7.364551724,,,,,
243,"Annual freshwater withdrawals, total (% of internal resources)",1975,22.69353128,,,,,3.317757009,,,7.372068966,115.2272727,,,,278.8509091
244,"Annual freshwater withdrawals, total (% of internal resources)",1976,25.41730293,,,,,3.345794393,,,7.632137931,115.3607955,,,,279.1045455
245,"Annual freshwater withdrawals, total (% of internal resources)",1977,28.14107458,,,,,3.373831776,,,7.892206897,115.4943182,,,,279.3581818
246,"Annual freshwater withdrawals, total (% of internal resources)",1978,30.86484624,,,,,3.401869159,,,8.152275862,115.6278409,,,,279.6118182
247,"Annual freshwater withdrawals, total (% of internal resources)",1979,33.58861789,,,,,3.429906542,,,8.412344828,115.7613636,,,,279.8654545
248,"Annual freshwater withdrawals, total (% of internal resources)",1980,36.31238954,,,75.25416667,,3.457943925,15.482,,8.672413793,115.8948864,20.51162791,,0.366972477,280.1190909
249,"Annual freshwater withdrawals, total (% of internal resources)",1981,39.03616119,,,74.82116667,,3.514018692,15.8739,,8.829655172,116.0227273,20.57666667,,0.409785933,280.3727273
250,"Annual freshwater withdrawals, total (% of internal resources)",1982,41.75993284,,,74.38816667,,3.570093458,16.2658,,8.986896552,116.1505682,20.64170543,,0.452599388,280.6263636
251,"Annual freshwater withdrawals, total (% of internal resources)",1983,44.48370449,,,73.95516667,,3.626168224,16.6577,,9.144137931,116.2784091,20.70674419,,0.495412844,280.88
252,"Annual freshwater withdrawals, total (% of internal resources)",1984,47.20747614,,,73.52216667,,3.682242991,17.0496,,9.30137931,116.40625,20.77178295,,0.5382263,281.1336364
253,"Annual freshwater withdrawals, total (% of internal resources)",1985,49.93124779,,,73.08916667,,3.738317757,17.4415,,9.45862069,116.5340909,20.83682171,,0.581039755,281.3872727
254,"Annual freshwater withdrawals, total (% of internal resources)",1986,52.65501944,,,72.65616667,1.480701754,3.425607477,17.7213,,10.27448276,117.5454545,20.90186047,,0.608125819,281.6409091
255,"Annual freshwater withdrawals, total (% of internal resources)",1987,55.37879109,,,72.22316667,1.501003509,3.112897196,18.0011,,11.09034483,118.5568182,20.96689922,,0.635211883,281.8945455
256,"Annual freshwater withdrawals, total (% of internal resources)",1988,54.25489251,,,71.79016667,1.521305263,2.800186916,18.2809,,11.9062069,119.5681818,21.03193798,,0.662297947,282.1481818
257,"Annual freshwater withdrawals, total (% of internal resources)",1989,53.13099393,,,71.35716667,1.541607018,2.487476636,18.5607,,12.72206897,120.5795455,21.09697674,,0.68938401,282.4018182
258,"Annual freshwater withdrawals, total (% of internal resources)",1990,52.00709534,,4872.5,70.92416667,1.561814035,2.174766355,18.8405,,13.53793103,121.5909091,21.1620155,,0.716470074,282.6554545
259,"Annual freshwater withdrawals, total (% of internal resources)",1991,50.88117376,,4956.73077,70.49116667,1.582140351,2.22317757,19.225,,13.69827586,128.1818182,21.20891473,,0.743556138,282.9090909
260,"Annual freshwater withdrawals, total (% of internal resources)",1992,49.75676942,,5194.182693,70.05816667,1.561929825,2.271588785,19.6095,5.431802282,13.85862069,134.7727273,21.25581395,,0.770642202,286.3353535
261,"Annual freshwater withdrawals, total (% of internal resources)",1993,48.63236509,3.770365854,5447.211538,69.62516667,1.541719298,2.32,18.7207,5.164734216,13.71436782,141.3636364,21.06046512,,0.797728266,289.7616162
262,"Annual freshwater withdrawals, total (% of internal resources)",1994,47.50796076,4.290691057,5700.240385,69.19216667,1.521508772,2.368411215,17.8319,4.897666151,13.57011494,147.9545455,20.86511628,,0.824814329,293.1878788
263,"Annual freshwater withdrawals, total (% of internal resources)",1995,46.38355642,4.034593496,5953.26923,68.75916667,1.501298246,2.41682243,16.9431,4.630598085,13.42586207,154.5454545,20.66046512,,0.851900393,296.6141414
264,"Annual freshwater withdrawals, total (% of internal resources)",1996,45.25915209,4.504105691,6206.298078,66.42125,1.481087719,2.356471963,16.0543,4.363530019,14.2,161.1363636,20.70116279,,0.878986457,300.040404
265,"Annual freshwater withdrawals, total (% of internal resources)",1997,44.13474775,4.45695122,6459.326923,64.08333333,1.478237002,2.296121495,15.1655,4.096461953,14.97413793,167.70625,20.74186047,,0.906072521,303.4666667
266,"Annual freshwater withdrawals, total (% of internal resources)",1998,43.01590668,4.435406504,6712.35577,63.65444444,1.475386284,2.235771028,15.56016667,3.829393887,15.16413793,174.2971591,20.83565891,,0.933158585,306.8929293
267,"Annual freshwater withdrawals, total (% of internal resources)",1999,43.01590668,4.413861789,6965.384615,63.22555556,1.472535566,2.175420561,15.95483333,3.562325821,15.35413793,180.8880682,20.92945736,,0.960244648,310.3191919
268,"Annual freshwater withdrawals, total (% of internal resources)",2000,43.01590668,4.402284553,7218.413463,62.77583333,1.469684848,2.743511349,16.3495,3.295257756,15.54413793,187.4789773,21.02325581,4.824672048,1.037483617,313.7454545
269,"Annual freshwater withdrawals, total (% of internal resources)",2001,43.01590668,4.376829268,6808.108975,59.45333333,1.466834131,3.311602136,16.26325,3.259980504,15.73413793,182.2020698,20.33139535,4.818072654,1.114722586,316.065
270,"Annual freshwater withdrawals, total (% of internal resources)",2002,43.01590668,4.234512195,6397.804488,56.13083333,1.463983413,3.879692924,16.177,3.224703251,15.92413793,176.9251623,19.63953488,4.811473259,1.191961555,318.3845455
271,"Annual freshwater withdrawals, total (% of internal resources)",2003,43.01590668,4.092195122,5967.5,55.15972222,1.461132695,4.442947263,16.35933333,3.189425999,16.15833333,171.6482549,19.56046512,4.804873865,1.269200524,320.7040909
272,"Annual freshwater withdrawals, total (% of internal resources)",2004,43.01590668,3.949878049,5832.045455,54.18861111,1.458281978,5.006201602,16.54166667,3.154148747,16.39252874,166.3713474,19.48139535,4.79827447,1.346439493,323.0236364
